m/z,20201003-ZJ-POS-MSE-AF1,20201003-ZJ-POS-MSE-AF2,20201003-ZJ-POS-MSE-AF3,20201003-ZJ-POS-MSE-AF4,20201003-ZJ-POS-MSE-AF5,20201003-ZJ-POS-MSE-AF6,20201003-ZJ-POS-MSE-AF7,20201003-ZJ-POS-MSE-AF8,20201003-ZJ-POS-MSE-AF9,20201003-ZJ-POS-MSE-AF10,20201003-ZJ-POS-MSE-AF11,20201003-ZJ-POS-MSE-AF12,20201003-ZJ-POS-MSE-AF13,20201003-ZJ-POS-MSE-AF14,20201003-ZJ-POS-MSE-AF15,20201003-ZJ-POS-MSE-F1,20201003-ZJ-POS-MSE-F2,20201003-ZJ-POS-MSE-F3,20201003-ZJ-POS-MSE-F4,20201003-ZJ-POS-MSE-F5,20201003-ZJ-POS-MSE-F6,20201003-ZJ-POS-MSE-F7,20201003-ZJ-POS-MSE-F8,20201003-ZJ-POS-MSE-F9,20201003-ZJ-POS-MSE-F10,20201003-ZJ-POS-MSE-F11,20201003-ZJ-POS-MSE-F12,20201003-ZJ-POS-MSE-F13,20201003-ZJ-POS-MSE-F14,20201003-ZJ-POS-MSE-F15,20201003-ZJ-POS-MSE-T1,20201003-ZJ-POS-MSE-T2,20201003-ZJ-POS-MSE-T3,20201003-ZJ-POS-MSE-T4,20201003-ZJ-POS-MSE-T5,20201003-ZJ-POS-MSE-T6,20201003-ZJ-POS-MSE-T7,20201003-ZJ-POS-MSE-T8,20201003-ZJ-POS-MSE-T9,20201003-ZJ-POS-MSE-T10,20201003-ZJ-POS-MSE-T11,20201003-ZJ-POS-MSE-T12,20201003-ZJ-POS-MSE-T13,20201003-ZJ-POS-MSE-T14,20201003-ZJ-POS-MSE-T15
1002.438897,35960.73144,35806.89509,37421.56808,36802.48169,34087.67255,38019.69529,23884.90569,43071.57475,15150.217,47540.31206,18826.76664,48342.63967,29179.08703,27512.70193,26990.65624,36162.4278,38234.1676,32051.34446,16142.97404,19292.41074,12943.01595,14562.78291,15945.39033,29600.71413,45539.8808,53443.08912,48900.06969,26583.24017,35287.7779,19982.37479,95.73776245,758.8428978,432.3651597,198.0469007,114.4903125,98.99123602,143.0436192,663.3743762,455.711804,149.7884206,165.8211403,234.5744484,116.3984127,771.4945571,112.7485216
755.2996253,13834.79213,16849.01126,19185.52356,17889.4341,17001.4909,18604.275,13249.21276,20569.92492,24035.36278,19283.97061,11302.4902,19464.05166,13067.57092,14179.3195,13775.83353,14368.66828,14930.49311,12064.54788,14059.02473,11614.29483,3061.519567,4106.960969,12413.17682,10399.14561,17012.36377,18265.0972,18017.30665,17520.73608,12059.03965,17617.26662,64.5141916,227.7807226,186.0596535,142.6222582,78.89272209,35.8936083,27.6634898,304.4101716,283.2654379,119.156262,123.7545966,98.82050556,141.2817128,282.861451,33.43459117
576.1300109,2156.005121,2627.717273,2438.811274,2905.295272,2759.388501,2455.495199,1734.765622,3118.713188,1069.039608,2836.444966,1434.665116,3815.253626,2081.718711,1843.774375,2235.899808,1496.366898,1476.833906,1949.471978,1209.922447,1553.152334,641.2351958,1294.411495,398.9625595,1350.400844,2016.408739,2926.368302,2851.493317,1184.756046,1918.291797,1341.170424,1617.785366,1615.842455,1415.85793,994.5160616,2134.424763,1668.855747,1330.483429,2150.544088,2204.198094,2116.974799,1837.209149,1639.618037,1814.325238,1685.149885,1198.39621
1003.990226,53048.89545,65203.50722,62787.82533,63837.23378,61970.55908,69297.38272,17880.22686,76583.75546,48269.33253,81358.49605,22319.11464,76078.92464,50014.41379,50876.72105,50318.53766,74096.65836,58775.69539,49953.02202,33173.3639,15224.15283,12505.72638,11113.15972,41770.81501,55894.09523,63701.10835,73098.84411,82245.19778,59984.16242,50405.94635,65401.5417,171.3530575,1172.008031,681.8561655,550.6998833,376.6139088,195.7466736,203.5943954,926.6234057,745.9671079,187.0026754,310.7988996,432.0408645,336.5915646,1023.606048,61.64410388
1075.963784,10100.29318,11039.86404,11864.41242,10530.69293,9910.739479,9456.594638,23577.01321,11918.41966,8201.056297,13207.23012,17531.4838,12704.29398,7969.247843,7364.511626,7822.255261,8698.531545,10829.93032,8840.380848,12414.79315,9248.276452,4769.79951,5420.23255,10382.09507,7520.006756,12487.58939,13538.16355,13035.67208,12408.32006,9473.661231,10862.38998,16.34155273,217.6367186,206.907958,200.197498,27.54699683,24.70703149,63.25134313,82.51129256,160.2667229,12.74963379,62.1325222,144.3078611,30.68273639,319.8156528,2.506590088
355.1778809,2412.122134,2150.732612,2275.741785,2376.937942,2315.583948,2438.847021,2957.025874,2451.749892,2300.948755,2724.781225,2465.698253,2403.490249,2170.637925,2011.922677,1934.32131,6578.931597,2328.315889,2129.626906,2406.475657,2354.961606,1948.680313,1937.947741,2258.129551,1804.974042,2774.750234,2358.936462,2199.093247,2960.591149,2372.7286,2628.557977,2006.665607,1871.529142,1841.872682,1950.195963,1818.706578,1843.298,1578.043361,1996.71929,2043.695242,2037.757633,2029.622972,1925.088605,1969.390344,1939.389822,2183.529125
454.1813376,1122.067785,1538.733834,1521.689749,2275.692023,1722.178662,3581.55847,1645.885763,2491.835877,1986.142533,2490.811495,1509.511066,2901.750336,1540.075863,1359.711961,1162.505214,1230.336004,1202.392625,868.0776218,1291.671824,1176.302134,141.814194,1048.837023,1165.782694,967.9404835,2332.957549,1989.656068,1611.059624,1416.174752,908.9364573,1487.07594,1070.691364,1324.831983,1056.999235,905.8062376,1080.478146,1158.179085,888.0446971,3024.896454,1633.074414,1337.813524,1354.299583,1306.44036,1181.365995,1310.892811,1400.260034
256.9164749,8901.937118,9369.834212,8365.95939,10091.42334,8214.114459,10673.35809,7232.353383,11781.31745,7003.922948,13129.55059,6585.165761,14588.99733,6770.244265,6202.011563,6366.916299,6561.860251,8663.982816,8114.374258,7924.134448,6660.192925,7040.012027,5882.078204,6038.646255,6062.695534,13067.01756,12457.65222,11692.36773,10835.37671,9700.037507,9099.832671,6980.103779,6910.490673,6317.422021,6512.171654,5944.710296,5803.664182,5152.916497,12248.69241,11463.26123,10075.22201,9558.141591,8374.734856,8138.923623,7490.814222,7310.348798
755.2998301,13251.16681,14778.81049,15003.15364,14194.95696,13764.10058,13605.15238,13947.52346,15911.18894,7897.957064,14562.92662,11082.74193,16155.60033,12556.42686,13199.18269,12101.83723,14580.49834,13093.16208,11267.30218,12366.27789,15056.32348,5461.269321,8268.958,9598.866956,11245.57969,15992.84104,17426.21554,16840.93902,13765.11122,12884.10475,9901.340693,82.96365307,318.3705379,189.6748182,56.09744263,84.30963135,45.11277878,64.04247679,309.6598592,253.6054443,73.60887107,80.86383003,95.30885907,60.57141897,295.6915895,24.46630859
468.1721882,3242.998588,3814.819314,3754.612784,3720.983033,3641.278765,4017.599768,811.4218515,4503.6444,2816.580703,4771.129873,1059.561578,4427.909113,3008.111765,2991.27133,2981.336303,3937.547156,3448.644997,2887.662172,1861.109131,882.3473475,604.2311649,331.9375415,2387.847698,3224.813637,3444.362651,4240.62449,4678.498892,3019.163276,2866.520974,3695.230765,10.4221797,64.98174068,41.01372938,16.24173041,11.7649477,2.65763855,3.479812503,80.22551945,45.69155332,13.09928562,6.103229941,49.17359563,15.43080489,48.59051484,17.35688378
573.2036994,8862.249795,9500.789712,9302.845139,9789.021315,9015.272782,9997.24283,9056.498098,10881.17081,6039.216252,10097.04679,6470.226855,10091.69089,7503.875428,7534.834165,7820.581966,9223.989227,8513.334131,6978.932384,1266.906075,6867.119068,2022.406831,4066.111522,8791.959458,7713.336371,9704.798614,10812.72266,10533.43074,5034.502518,7893.545675,4621.099071,81.5312068,98.76623734,93.79884335,37.23155075,20.88996611,19.6869812,10.96327246,194.8201113,99.85748209,80.3851183,47.23148725,83.89457424,55.00399491,130.2352839,61.39979308
1919.94309,87536.11959,93988.21746,122439.4346,100277.9696,101850.1525,93914.36808,197085.5741,114273.6217,161921.3591,108465.699,224162.38,116576.5457,86533.93529,90036.83458,85764.27912,118092.3681,135134.8575,121625.0477,185080.1133,215002.9861,63076.15911,503028.0327,79077.56596,73179.92747,307514.9123,132624.4674,101652.5534,209506.3262,133236.8865,152550.9471,432.4860323,3690.181554,5549.962945,816.2927362,1661.237812,667.4621112,704.7414292,2359.493836,2326.623831,547.4482135,1374.796388,835.8152956,1176.143303,6544.307706,304.6104647
323.2197237,1738.105817,1796.03868,1523.325776,1841.098277,1470.761537,1963.75202,1533.609183,2081.700636,1608.345455,2201.79894,1474.142462,2175.798963,1424.958362,1367.031247,1458.577422,8415.708257,1571.065162,1495.110777,1829.61935,1429.018051,1423.169881,1419.45106,1422.027231,1250.817974,2190.875673,2048.876159,2031.239911,2097.133445,1891.180929,1934.729338,1195.738414,1547.337559,1379.714284,1249.403108,1234.030098,1283.589637,1190.424296,2042.889049,1768.172164,1902.910799,1644.93193,1627.023938,1682.452997,1292.204992,1424.547539
218.2117872,1063.141189,1313.291482,1030.074545,960.9093094,1255.669928,1001.839654,764.416961,933.5474082,723.2278107,2669.860801,760.4048972,2043.69583,700.527279,846.9913659,867.0708268,806.9229234,1005.139399,1005.788137,879.6452937,718.3620727,427.6729067,722.4384509,1181.175399,823.4105462,1266.967278,1634.623448,1259.701644,1172.598333,951.3285764,909.2562731,922.49454,797.4857769,1188.559098,1322.646744,786.013351,752.2909809,778.671691,1202.349339,1308.520117,899.4549425,1031.66684,1162.022844,924.3536208,595.7822532,613.4145668
246.2430719,1786.904056,1822.319728,1563.048691,1585.028072,1873.659037,1600.453263,1323.782723,1749.930976,1160.685902,2577.990035,1230.268511,2652.270368,1227.743263,1285.497082,1266.178782,1224.532571,1523.421999,1488.59082,1423.407286,1303.060057,715.4168547,1249.535943,1572.495974,1273.422396,2059.402542,2420.453349,2039.843475,1793.472297,1510.538357,1302.552869,1509.349488,1421.44227,1636.510409,1500.637735,1286.995994,1234.944183,1258.345437,2057.812705,1642.63176,1486.416619,1476.067439,1435.793777,1354.694967,970.0975662,946.8596595
219.0277772,474.5196913,508.8712958,742.2916179,1136.771106,827.4842914,654.2874108,1694.583744,1259.61985,707.8890771,686.0670987,1877.802053,1208.095621,648.7230765,512.9517739,531.5049202,730.0539405,360.3262109,274.833694,369.1517107,457.6160327,103.8537066,711.0483292,1027.532144,461.7443047,1045.345362,2027.004375,534.016655,725.3630585,109.5821515,519.6146402,694.7424743,428.4450345,461.2183741,171.7247766,728.1523159,438.7256363,476.9377315,633.0841631,788.7805768,1133.935877,653.9610961,540.8191655,491.7537373,714.5613222,559.9506544
235.1326797,4304.147704,4880.377804,4494.975546,4916.789293,824.2909882,2388.145642,3416.229087,4221.405579,2034.544093,5450.689991,1927.602045,5398.888998,1877.367017,3783.791714,3516.779286,3744.917814,3224.784367,3432.969723,4299.457539,3579.263285,3208.682507,2864.111548,2312.648192,682.5994066,6068.265903,4206.839123,5665.859257,3108.806228,5269.873407,4512.700037,2531.971509,2066.505501,2707.174646,774.744831,3026.583049,2548.462849,2031.258211,4909.791815,4462.121649,3832.193512,3280.884019,2848.187214,3233.424597,4101.994965,3124.922665
274.2745595,21746.48066,20429.0952,17158.90082,22614.06872,22418.1447,18641.49565,16185.54824,24464.25379,12309.10073,23212.16554,13231.03194,26490.5118,14738.98075,14498.11268,18197.52946,13135.63286,17884.81203,17999.12462,18066.2393,14803.09086,8226.656928,15602.7114,17566.65942,17867.40077,28073.83444,27901.8517,25175.20778,19640.53929,18840.60473,13784.86427,16336.43861,18687.27036,16950.35284,13574.58025,14975.14511,14348.32181,15850.34265,29065.41391,18644.27279,23778.5835,14910.32239,14685.59808,14282.73095,11442.86522,9389.719103
171.9922037,1499.934086,1332.01263,1254.127275,1349.667575,1125.538954,705.104798,625.2438891,1539.164155,568.991761,2007.461534,1009.073489,1622.838057,1145.222847,840.569412,1029.653061,1751.698579,1239.782961,1390.579247,1069.010479,854.4974136,437.228071,1154.787632,757.602451,827.3688922,1677.57934,1049.928462,1722.154626,1284.031568,1174.081422,1512.937861,1076.993553,1110.708554,1029.246788,777.231241,790.0286581,702.4654675,813.1260523,1557.841223,1227.051074,1005.206268,1199.843449,1125.570503,1131.859212,1151.682533,463.1506665
316.2853332,7528.101953,8594.179226,6197.232027,9155.193154,9467.675611,9817.054287,2543.146701,12278.85388,2685.734091,10689.04346,4147.174259,12316.16377,7906.119921,5732.408128,5927.036445,10748.48478,12129.43536,7703.297468,3529.846889,1856.684715,2237.549372,5893.100312,9684.135189,8867.628043,11597.90473,14932.85585,7236.085583,10103.15623,6696.430778,9811.118886,5349.051214,3926.709835,3499.804456,8095.17264,10111.76871,5257.027803,4019.074782,7155.918706,10027.12332,6110.036832,9272.613196,5918.89749,4626.002505,4664.609558,5203.594041
940.5265428,17702.31983,19938.86658,21663.68848,18687.85652,17478.35981,18571.66879,17902.55534,20987.28453,35184.36147,23196.56323,12879.82361,20134.01386,14464.97942,13759.69893,15089.06916,21473.11029,18703.59396,15358.92506,42474.77,15511.19368,4791.750244,3818.049527,21708.96785,16982.30724,20567.50407,29379.20677,24211.59111,15676.31679,16189.22501,41717.73769,53.23910522,502.7598059,239.9093486,208.0738221,117.7351006,81.38510638,164.7563551,432.4915855,528.0969672,92.72153323,172.5854641,399.1414243,210.8894189,214.4851965,11.87283325
747.2521407,13287.92275,18028.10896,18876.59015,24908.14537,19403.76164,33669.17072,9881.587489,28821.99185,12076.15104,27621.44836,13159.59755,35667.38888,17112.16176,14494.52097,13400.71694,20039.43863,13629.21143,10803.73132,10024.20217,10196.64902,1041.178511,11584.69693,6788.116023,9999.024366,21867.19216,26845.28249,19765.39755,13185.52659,8309.501363,9586.589574,11362.87407,12346.73089,11964.43313,7774.15653,12984.09143,7717.153629,8769.137786,18805.22377,17012.37941,14837.97773,15171.57106,13904.5705,13733.82066,11572.22642,9934.316883
258.2065011,6227.318629,6603.498286,5906.948675,7207.130037,5956.358615,6338.679653,6332.637298,6798.860872,5313.554284,9480.247635,6761.346728,6757.662142,5624.331769,5565.551857,5320.497781,33422.07277,5453.971435,5211.942437,6427.127298,4731.72578,4968.024443,5323.957501,4843.956364,5246.958101,6938.214238,7050.853343,6589.387409,7373.878891,6482.663343,7190.376865,4872.561245,5253.914196,5078.541733,4639.320656,4779.518314,4706.250341,4866.454557,6163.556889,6019.456047,6386.00653,6301.147793,6394.146174,5660.542012,4966.680135,4900.012031
866.3711616,29415.2064,33125.23513,35112.17046,34219.64797,31990.16628,33507.1734,20985.07192,39592.94663,35761.90142,42206.32913,19875.85448,43262.29967,25134.41736,24847.90196,24477.32823,23232.10638,30661.0963,27442.83675,30206.73506,18827.15232,11228.76487,8733.252718,22565.3616,20207.31359,35395.62515,36694.80136,36422.74372,35030.34806,28274.70529,38481.82386,149.5081023,759.6552742,351.0512477,222.9191893,272.1137348,119.5549554,118.7710158,611.5343826,484.5919609,254.9701454,172.7681994,333.6780933,212.5408676,409.9660834,5.635253906
425.2496375,7976.810491,8296.411887,8164.908226,8649.811412,7265.868755,8952.165366,6757.647411,9495.554729,6731.02697,10072.88176,6151.128791,10904.67578,6436.595936,6152.565977,6126.852764,11436.97074,7865.356096,7026.881894,7177.649259,6057.973253,6632.27054,6241.169331,6128.070318,5660.496943,10686.14236,9854.181138,9251.485455,9123.084794,8559.593482,8365.91775,5927.568217,5857.42091,5389.556425,5876.893407,5270.318053,5316.309871,4689.084467,8835.900167,8479.141997,8182.038603,7477.879229,6939.271222,6645.343077,7426.039613,6388.404814
345.1464241,4090.752667,5005.687731,5010.130931,6840.704193,5627.898774,5994.462478,2675.624252,6894.79224,1467.378785,5366.528199,2410.842491,6340.066408,4373.874776,5357.586513,5084.30595,4996.534145,3248.639456,2755.664326,4127.423576,1786.526399,202.7377858,519.4527793,1406.261997,3187.766235,4631.115373,7546.949022,8962.847601,984.635834,1963.657337,790.6649471,2528.916149,2450.031916,2853.119739,2904.696503,3205.332579,2070.769243,2441.734813,3939.699879,3739.265248,2407.682434,3632.172749,3487.044187,3087.075344,3098.805831,1529.202021
271.0614756,599.1304596,909.6495799,727.3657689,815.5919224,824.8465879,1536.751229,1068.879816,1010.761963,1162.609066,1585.838371,1510.990537,1276.51239,1040.970743,674.3393046,692.1810044,789.1086522,433.5753612,252.1846292,279.3887534,577.6991501,1220.273668,857.0475067,318.540925,833.6737,4325.098663,528.1614539,445.6844585,5674.524773,544.9319385,1777.54339,843.2908486,613.6744688,689.3638024,824.0445842,473.0347429,1203.810358,470.3295031,914.5776077,920.3566393,2612.829976,858.8677664,713.3848772,600.5289529,838.6811143,482.716387
373.1634325,1638.319926,2616.040756,2885.434798,3653.842661,2774.021708,1863.001205,2669.873211,2986.450183,693.7636433,4293.777741,1568.813019,4468.893019,1792.61458,1913.620331,1928.250918,2067.541476,925.8568637,1245.556048,1272.092187,691.9756874,241.2450248,1394.14271,552.8559216,852.6368262,2225.448113,2247.178908,2243.641582,742.8019208,882.9557437,1581.315523,1419.027612,1221.69444,1203.909142,634.9171791,1300.940377,859.2500154,1196.728097,1554.189912,2026.899538,1520.668789,1609.466462,1420.450079,1381.571238,1041.44122,486.1992908
917.958708,16708.50338,18606.84764,18460.53681,18516.17107,17567.67144,20269.99679,12121.30143,21721.90801,12975.24127,20703.74022,11772.8009,22028.14131,14542.16509,14086.90309,14941.91388,20321.52407,16893.72985,15823.78008,12063.38986,12129.39411,8713.500239,7113.639457,13706.19482,14575.61016,22057.37136,21818.00248,22091.12579,20486.23804,16974.71184,16372.84665,83.1508491,506.8303216,300.1134569,144.3368529,104.3367515,57.00234985,76.48208654,383.6958174,254.177896,71.83190918,111.1061401,84.33197021,67.63391113,491.1747744,53.3080442
209.0814282,1098.569033,1380.956724,1232.339524,1370.723061,1303.885841,1321.916742,624.8394452,1326.900026,418.3486614,1518.365356,617.4479742,1801.865597,1167.508974,1060.033108,1076.683981,1051.171116,1317.326117,1112.890006,877.1600779,1189.0849,174.2650819,639.8005099,427.1828925,863.1818877,1806.916335,1169.34448,1278.147612,808.4327193,1163.675379,627.9381999,1004.245198,803.6179953,871.7601851,744.4067901,813.6739071,741.5637475,746.9211758,1223.476847,1290.084086,1051.689636,1094.306674,926.0373753,957.457082,1061.947015,489.1388584
340.2849543,2099.386159,1747.261745,1660.54071,1474.887219,1274.754928,1008.187066,1874.144305,1790.353491,1591.634341,4066.122082,1865.42324,1290.509679,1338.740528,1151.996114,1444.663743,17514.60654,8085.102677,5620.35194,20672.93591,10604.3367,2463.007246,4395.989006,11745.70876,1423.166972,4066.894579,2810.439344,2208.56747,13234.94349,13933.26762,9492.445003,1290.341416,1517.857287,1239.450043,1231.262438,981.1839297,1232.975764,1180.456694,1558.067878,1767.73951,2286.366885,1513.725116,1506.54727,1545.624404,1330.628277,844.1100867
295.2273962,13835.32683,8515.298156,9914.51871,15198.82043,12968.92752,22640.43312,27966.35434,13621.47002,34649.78316,15077.71475,26269.69482,16578.88054,11616.43664,10466.43556,11837.99122,15066.15233,12007.79896,7860.529778,24677.08313,23754.1595,4192.939011,17795.39024,26446.49313,12923.39837,21260.39645,19098.49882,11115.14978,39276.02448,26420.03758,32409.41794,11665.52033,12244.26043,10060.16777,13066.38789,14265.95641,14807.71991,13246.54386,15918.96376,20018.66331,14533.15304,20109.40533,13054.12801,12405.1089,12127.71241,13209.1383
983.9849456,8630.007054,8563.43644,8709.93612,8529.527766,8004.962188,6886.63774,6324.038846,9930.048477,3507.074896,9606.47024,5224.925466,9614.292457,6656.468795,5867.533031,6947.65623,7769.873339,8448.997777,6959.036366,3397.665404,4051.201984,3389.0868,2429.383461,3642.660348,6540.140391,8404.248616,10271.30974,10807.03593,5104.553692,8041.477598,3720.238567,12.71563709,228.8081794,138.4078069,71.18695104,33.96630859,16.11423229,16.86776033,166.4374323,92.90882978,4.354614019,18.51419067,47.41647315,16.45574939,212.504729,11.79336548
611.2064134,9009.911962,12133.67328,11558.72152,15365.90299,12945.77358,15707.78916,11440.5698,14399.82535,14266.46911,14550.59045,9893.066229,20339.71845,10771.53592,9722.283239,9401.663899,11722.65561,10366.03064,9395.846561,7600.004844,15183.93379,3298.143219,12171.85941,5831.353026,7449.105621,20865.48653,13584.16518,11757.76627,25367.71063,8481.685284,10121.72443,9531.455126,8515.262053,9599.865312,9490.379276,9888.431775,7431.269084,7537.815543,13415.51764,13074.44024,10497.74682,11783.5183,10921.71185,10460.92185,9971.187909,9668.67378
983.9800314,18041.15148,19812.02824,19370.9348,19951.39395,18905.57975,21747.99454,10280.90157,23403.01542,11969.809,23689.65603,10535.1005,24236.51005,15514.25791,14428.91246,15321.47734,24092.4968,19239.99137,17351.43511,9457.684657,9351.065614,8188.620847,6003.205688,13009.58275,15647.93221,23721.71349,24877.80538,25731.4163,20728.38785,18974.54867,13257.3694,60.26783767,435.6912603,221.673879,141.2596386,89.2997333,67.3654784,47.08866326,503.1250028,163.6050502,141.0385954,67.6608277,173.5672716,90.21966037,501.6116358,132.5178329
1965.950075,2191756.814,2288966.244,2274878.782,2310044.051,2161883.453,2368143.09,2270132.316,2516141.6,1978724.127,2568920.598,2017430.354,2583294.984,1942326.446,1890170.704,1911585.35,2450507.728,2198512.253,2123846.837,2185604.569,2145675.828,1556893.328,1801017.081,1911750.603,1920211.486,2722817.412,2732269.208,2532756.849,2353766.655,2232555.562,2332422.543,9065.708279,108211.1672,39491.8875,17756.40261,18809.90173,13219.48367,13557.90143,37678.68982,48832.13003,7502.916288,12827.60896,15856.16513,13280.40002,58496.24832,3868.584388
1004.491373,43349.41672,47992.17692,49375.37403,45413.45564,39767.7153,45004.95287,39470.7131,50247.07665,73323.45587,54968.47158,30641.54414,48246.99277,33864.80256,30999.47151,34873.00504,47912.71504,42414.65629,36580.5038,96600.88712,36823.57383,13776.02883,12209.77815,48267.46629,39703.83538,50020.32599,68845.22628,58973.2343,38517.62324,40423.45144,96419.18846,261.6427769,1058.44568,572.2269856,499.1660153,398.0792534,237.1612856,475.1031357,778.610417,1338.63419,174.154388,584.3478641,702.8307196,436.0792618,764.6799915,176.053291
298.1650715,8930.023298,8205.325259,5762.026375,11251.70377,8505.468586,8145.658037,8745.508451,11586.79913,8864.406418,10147.43134,4278.960468,11950.65447,7357.401159,10841.46828,7188.788263,5334.572722,7383.489837,3559.879694,12932.85102,2289.394784,2226.005079,1080.459183,1580.072168,7577.973548,7615.369544,5461.066613,12851.51579,3456.418616,2790.929633,1562.525094,57.27034563,129.3316054,69.14424417,67.17108931,71.15998028,64.42686677,93.50612017,119.437492,128.9018805,60.19417012,86.74639503,62.52448041,65.0534948,82.48851228,31.45451011
437.3403559,1312.073732,1297.829346,1398.624736,880.2767606,1035.415391,1128.534983,2185.654564,1103.682708,795.5891009,1135.490143,1153.754037,887.2536346,881.1399467,938.6131576,979.8079669,1249.386909,1619.280636,1042.22489,1146.817147,1624.298369,473.2390507,1678.447466,545.6285976,1153.965864,1847.258884,1322.263797,1596.426744,1622.359193,1259.689162,1322.473689,784.351649,1046.662232,835.3323583,690.5084806,553.3539066,603.690515,948.7551837,985.6116258,1171.446426,1717.317566,931.2656929,882.3722526,1042.687673,886.4390197,747.8924831
263.2363811,2152.997865,1547.563725,1713.947292,1863.282479,3014.849941,1983.350467,3212.871504,1916.079517,1660.885705,2237.147766,3353.08005,2251.246917,1656.148244,1474.936557,2256.889902,17507.09755,1724.182546,1544.001641,1761.90547,2038.245856,1198.944801,2119.988375,1573.186378,1656.281014,2876.610896,1956.712331,1767.169766,2105.628552,2236.358882,2220.765265,1472.051647,1599.799827,1363.710773,1800.909426,1293.988856,1437.985387,1247.343741,1770.50542,1622.094563,1663.393898,1683.375019,1512.026415,1463.151432,1472.698036,1835.411565
449.1093381,1882.885281,3252.891554,2785.04508,2457.505584,2302.480337,1971.990604,4923.049737,2943.507706,1789.676664,3367.148033,4762.155884,5104.88767,2447.262472,2128.741715,1925.803482,2753.773206,1615.78501,2510.874133,3722.806705,3212.491321,625.6636061,1085.807266,894.8796464,1209.559293,2092.428425,2427.537843,2844.865257,2718.348589,1212.584642,4271.631342,1885.661841,2422.71457,2582.461808,588.1143612,3412.167278,1790.251096,1856.541973,3303.254728,3340.348228,1614.681283,2793.048592,2466.115095,2496.973037,2203.328622,632.9037751
919.3904423,69199.23147,72830.09412,79658.78256,76479.82589,74355.94562,76600.90716,47119.78661,89883.68876,30968.74963,90847.22319,32558.2393,94518.36046,59451.00409,58691.74626,57269.3755,57766.28095,73010.81974,62836.25551,12419.79604,27710.78462,14642.83594,20889.50829,30465.27823,53204.86223,83507.60441,92555.89893,87516.2512,44358.56809,61573.46264,37478.38531,401.1077653,1037.310428,769.017277,607.5217427,267.3389407,216.6378475,230.8348473,1417.022216,663.6642233,545.2721213,541.0380206,631.6757857,379.5491568,962.4612236,543.6858133
139.0395344,579.1921869,805.7767591,748.0597531,548.4578544,623.9734424,579.9429202,670.2876083,544.6092306,737.8703699,785.0923621,829.6390712,758.1140436,708.4601299,684.238374,638.8141974,572.4352198,343.3741358,512.7156224,388.0190929,772.7544153,305.1102233,540.3775335,128.0470195,506.2133586,784.7558007,513.0116062,696.2606372,766.2393542,514.444109,1378.139262,541.8663022,692.2486054,483.0954631,136.4668874,734.166809,594.368041,456.452231,989.3982067,589.1539352,808.0376162,477.2065352,657.2975652,533.426037,547.906557,105.614554
354.2953245,1587.696587,1366.166124,1192.932999,1322.44926,2569.421052,1970.808713,1454.895731,1999.683926,1065.76521,1717.028428,1780.32258,1519.982478,1587.861432,1103.484213,1131.406371,2331.28054,2781.648839,1802.349333,1558.671404,3109.504346,1076.100015,2593.837944,5901.567839,5149.066355,2347.912496,2798.206346,1423.668777,3780.789762,1864.346763,1777.493405,1068.142911,1120.072924,1062.765788,1177.464449,1056.878338,1045.386839,1033.475506,1430.647701,1443.359051,1391.842647,1288.661577,1313.944932,1249.019027,1177.649439,1125.732908
263.9350369,918.3647339,776.6903729,768.4711907,1089.15258,700.75032,735.1234329,615.9605904,670.0582834,1057.041106,1038.972932,564.7945478,756.0709935,429.3872461,547.1561922,662.4411578,994.2581598,807.8792421,468.8703682,594.8094166,412.1915505,837.3967934,357.390892,473.3388696,451.939951,399.1021992,702.205374,928.7640222,518.8257079,842.863448,758.685614,682.7612813,462.6432622,444.0730993,649.7940154,434.6980475,376.0528116,527.3555901,628.5729111,473.2890555,955.8219757,656.7459935,534.7720082,609.9589402,862.8047069,452.3056351
391.3361425,2852.110421,2796.879051,2838.639952,2563.046953,2304.892052,2651.69999,2810.928144,3000.852695,2107.182987,3006.995317,2413.710364,2282.484104,1719.550349,1814.067875,1807.540204,2872.456777,3079.303883,2429.588135,2667.545195,3938.595436,1863.120357,1579.468693,542.8017975,2422.636546,3421.882766,4048.343694,4992.378719,4391.507652,2480.879354,2065.431674,22.11602331,82.66682541,44.39316032,29.27151714,11.8966965,7.738471164,20.81929352,37.85561118,58.81206756,17.09428543,40.83450751,28.6192143,35.11579283,65.80826687,8.5777277
595.1675666,3148.283408,5138.334989,4677.608705,5092.148211,4072.764918,4366.865215,3515.836491,5457.974881,5234.107913,5243.345459,3329.494976,8182.288196,4022.546869,3202.786209,3422.772476,4612.447677,3403.204619,4079.928558,1079.959227,5053.735898,803.5786662,2941.155751,3040.342943,2377.170613,4600.595531,5206.982506,4240.930449,5029.688066,2408.649234,4691.181203,2625.792047,3511.357312,2761.315855,1665.387008,5022.032627,1958.107098,2642.365631,4029.731137,5686.912699,4060.808587,4183.456753,3492.499408,4208.370646,3982.86017,805.0446876
