m/z,20201003-ZJ-POS-MSE-AF1,20201003-ZJ-POS-MSE-AF2,20201003-ZJ-POS-MSE-AF3,20201003-ZJ-POS-MSE-AF4,20201003-ZJ-POS-MSE-AF5,20201003-ZJ-POS-MSE-AF6,20201003-ZJ-POS-MSE-AF7,20201003-ZJ-POS-MSE-AF8,20201003-ZJ-POS-MSE-AF9,20201003-ZJ-POS-MSE-AF10,20201003-ZJ-POS-MSE-AF11,20201003-ZJ-POS-MSE-AF12,20201003-ZJ-POS-MSE-AF13,20201003-ZJ-POS-MSE-AF14,20201003-ZJ-POS-MSE-AF15,20201003-ZJ-POS-MSE-F1,20201003-ZJ-POS-MSE-F2,20201003-ZJ-POS-MSE-F3,20201003-ZJ-POS-MSE-F4,20201003-ZJ-POS-MSE-F5,20201003-ZJ-POS-MSE-F6,20201003-ZJ-POS-MSE-F7,20201003-ZJ-POS-MSE-F8,20201003-ZJ-POS-MSE-F9,20201003-ZJ-POS-MSE-F10,20201003-ZJ-POS-MSE-F11,20201003-ZJ-POS-MSE-F12,20201003-ZJ-POS-MSE-F13,20201003-ZJ-POS-MSE-F14,20201003-ZJ-POS-MSE-F15,20201003-ZJ-POS-MSE-T1,20201003-ZJ-POS-MSE-T2,20201003-ZJ-POS-MSE-T3,20201003-ZJ-POS-MSE-T4,20201003-ZJ-POS-MSE-T5,20201003-ZJ-POS-MSE-T6,20201003-ZJ-POS-MSE-T7,20201003-ZJ-POS-MSE-T8,20201003-ZJ-POS-MSE-T9,20201003-ZJ-POS-MSE-T10,20201003-ZJ-POS-MSE-T11,20201003-ZJ-POS-MSE-T12,20201003-ZJ-POS-MSE-T13,20201003-ZJ-POS-MSE-T14,20201003-ZJ-POS-MSE-T15
859.4323226,6650.144875,7635.544236,8385.928015,7571.994816,6861.760401,6466.023,14205.73099,8090.596361,7149.007977,7714.512943,8872.053735,7017.290517,5800.959693,5669.108124,6240.36642,5954.79918,6826.228768,5349.420196,1264.547442,10080.78491,3609.722365,7556.524938,16914.86204,5220.309113,7187.954527,7826.72593,8029.692228,4591.599588,5945.64865,1533.869519,nan,70.35412621,30.70614612,3.522340761,nan,nan,nan,8.662906076,3.590465726,7.479736328,nan,4.612792969,3.435180664,51.29946407,nan
1501.706582,18392.88649,21723.87643,24483.02622,22434.50493,23398.45179,22596.69,23099.56992,26317.75161,18227.54493,24926.10199,18875.78343,26647.10588,18582.46994,18670.43062,19012.50268,17600.35371,20547.23884,17830.92415,798.661869,15841.27067,5342.94185,21099.23273,16356.02427,13392.94517,23650.82958,21355.07759,17634.87865,17058.92189,15979.46792,12568.28008,nan,122.4371844,51.30541423,5.673287807,1.526159538,nan,0.796532401,120.8881272,nan,2.703977286,0.094907819,16.804179,16.13061566,138.1464901,0.056564139
1685.864996,29920.52053,32203.00945,34662.09937,32518.87033,33339.15011,33929.76251,52477.13225,37351.55217,26353.50476,35509.47825,40959.1665,37289.95477,25193.61406,26919.20674,25362.29456,32428.06984,34921.09999,23638.51861,27998.16522,49620.15693,9313.126569,27744.73545,23823.50159,22653.22252,47133.84601,38515.69918,34941.84053,34961.58146,24146.09644,41460.25441,3.140136719,261.0028711,137.8542394,11.08756306,nan,nan,nan,42.13824511,33.57958406,8.286562506,nan,nan,nan,333.7215085,nan
1685.863616,9613.370416,11149.19724,12575.91904,11132.5578,10446.46661,11681.60628,26907.34648,13468.49163,21344.63642,13246.42446,32748.92524,13585.53578,8597.756475,8680.554155,8277.673598,12295.36509,11796.14945,9413.152761,21431.04631,87749.85051,5769.083454,26048.43268,29755.81641,8310.743357,41526.14691,14978.92032,13403.35149,29132.31235,8731.032702,51052.00757,9.303454606,128.9977412,105.8723389,17.50317038,14.77807617,10.88226318,2.22088623,62.06858716,50.41028544,4.784240723,51.57428788,26.08099341,8.845093012,169.4404335,nan
323.1281387,1505.263193,1953.226502,2268.138718,2798.968049,2771.454722,4502.568903,2596.976332,2628.596842,2545.934228,2220.077296,2681.811631,3968.255414,1994.279491,1824.932702,1630.628978,2178.518328,2297.762292,1455.681766,975.6896783,2413.170876,457.8610863,1016.785326,1516.997587,1798.676742,4461.956192,2656.9471,1496.136943,3317.716833,2003.266637,2110.137603,10112.76753,13524.10422,16737.64105,14815.93081,14354.74172,9719.511016,11035.89968,21942.14602,13319.94562,9212.531929,13520.32546,18828.44559,16081.02171,13624.90535,4784.159889
1574.408282,5621.398867,5718.262852,6543.083123,5800.965507,5972.480979,6588.457458,4326.88293,7021.219137,3645.692349,6347.092445,3475.764608,6635.551699,5125.656222,5412.26203,5218.424708,4454.241773,5385.260382,4650.619962,830.1601581,3166.771974,1485.426339,3500.996523,1709.554656,4330.638786,6845.745944,6599.371229,6099.109623,4742.17018,4519.95298,4482.47964,1.66667904,nan,17.48662793,nan,11.01432746,5.173779578,6.047668457,9.309105429,9.993136158,3.936488666,10.20059239,1.727886429,15.46374988,12.63858312,nan
731.2600758,434.1253656,535.1271188,634.4811314,704.9052767,582.3555071,912.7548958,2743.776252,731.8187228,2179.294475,784.8322484,1216.043985,1064.80451,545.01736,484.7313581,391.8583992,561.7396823,596.5181274,404.6422206,1273.227572,2962.214242,311.6561691,585.5517621,783.6610875,375.9640677,1499.664355,835.8748581,657.7193158,3871.023225,434.6731236,2619.971234,4955.781838,6729.333914,6763.320416,4354.298363,7623.088291,4336.093411,5109.282794,8525.693929,5515.395865,4373.620958,6254.856567,7267.53277,6548.506062,4827.193715,1440.386906
376.3048476,700.1463968,775.08455,730.8164667,943.3381824,707.6439168,1314.17328,1085.27296,1101.462297,981.7066579,917.7614516,1634.740233,1394.889204,824.7910753,671.8186092,685.7934494,841.7039198,655.7068637,458.7180168,911.7061562,881.0704248,249.805236,989.6913862,1279.754178,673.8879919,1346.734775,1987.955357,582.9736794,1308.153053,673.3073453,1631.657629,6811.808529,3527.294711,4944.834991,5433.407127,6314.831743,4123.86612,5013.526965,5474.955539,6212.681802,7792.515749,7135.230379,4967.370511,5841.48774,7800.257783,1551.177062
308.1858121,1191.375515,1103.588027,768.6113528,1288.33788,862.3428346,1737.286582,1452.630179,1366.83607,1330.216385,1381.625844,5117.883593,1640.687798,1030.955663,1080.184334,537.3599102,812.5822465,978.686304,1062.499087,1076.758441,2261.634629,3158.550246,3604.238241,480.7534558,898.0185943,2987.665152,981.4429799,1455.746263,2917.250482,1752.026304,3740.109248,0.105011613,33.51034122,0.791879305,0.146322372,0.494110221,0.79925996,0.784863203,1.882046651,2.090215823,8.260797676,1.511508648,1.550021944,0.832769598,0.18732044,6.256029642
373.130593,378.0274001,468.4851335,544.5673451,604.3506903,490.8614343,724.9598279,475.915813,575.230915,359.7879245,627.5862757,495.0958087,772.9986282,443.6867615,379.2727744,366.6693099,524.9534425,390.5895261,314.0991487,420.8107806,461.5461421,102.9851382,548.7240621,311.1591778,338.8542781,746.3897889,594.4119392,511.4205229,494.8996276,429.5192616,448.2983713,3016.916817,2465.495709,2839.457707,2864.067676,2863.353469,1901.737273,2551.345411,3524.904697,3239.440605,2645.474684,3729.705765,3501.906636,3419.97812,2711.374624,1537.400259
427.35778,2029.594219,2177.416627,1911.188753,2238.983461,1885.019412,2640.571459,2023.319128,2555.480371,2330.163531,2458.828353,1879.998039,2533.290559,1793.20994,1647.790134,1702.399645,2778.461241,1960.67304,1736.701485,1760.331691,1912.36279,1636.308974,1499.518745,1763.062624,1753.977139,2930.789133,2654.128567,2359.101319,2427.123542,2177.316085,2229.408797,11197.50551,11766.12951,9898.47799,9794.428526,7834.347078,9456.261009,11351.75185,11631.69371,15153.29268,26725.79115,13791.6298,12353.25358,13288.86646,13623.13449,4818.802567
313.1436023,925.3524977,1392.0396,1605.924056,2059.792493,1870.787894,2477.241895,943.9290162,1819.252337,850.8306296,1333.412679,792.4792065,2698.209601,1343.973876,1312.928337,1172.186947,1177.732194,1367.822279,1024.581537,566.3833727,630.4316825,167.7427068,484.7349141,350.9835195,809.8751019,1412.85214,1628.469689,1126.605003,640.7344759,846.3026502,628.2103984,4719.254691,4902.121691,5676.468064,5416.448733,5942.504206,4568.008538,4206.794956,6994.91495,5942.087834,5212.857035,5844.716066,6017.54318,6181.149308,5341.184097,4648.816569
859.9338454,4196.940821,5176.893724,5506.499709,5404.435018,5562.308236,5904.627886,3787.597792,6370.284334,5718.921847,5164.391242,4336.881015,5991.965019,4333.184364,4714.82737,4523.910357,4847.20119,4059.746047,3751.660653,4736.508966,4635.30605,2107.087436,1197.486599,4656.574105,3662.389574,5874.177346,5164.543179,5371.925059,9249.874416,3960.19614,7400.911149,nan,77.25226252,14.28805542,nan,nan,nan,nan,nan,4.092254639,nan,nan,nan,nan,37.76085086,nan
315.0899143,335.2202883,505.4370354,485.8924818,598.4044418,760.0834864,835.4797257,368.3298825,716.8784003,289.1492712,711.8188007,361.4636112,1079.156392,588.6265027,462.1925367,440.5017728,440.1737622,489.9905338,279.462153,316.0053465,690.108021,53.95231478,280.1438225,189.06107,718.6656421,1683.810445,563.9580533,345.3166475,432.6888521,315.6246562,273.8962807,3518.549925,2579.963728,3106.999418,3187.720035,2731.25279,2075.504275,2460.339305,4225.470399,4434.691042,3395.449955,3556.90072,3279.107799,3230.081398,2861.432073,488.6655684
1501.70681,35364.60879,55528.32551,68863.05503,56732.62171,66547.49771,59328.27247,102181.9626,70719.49418,70076.16843,49602.37981,110866.1936,60935.76059,43138.37828,49613.5293,54435.45533,29295.1948,35529.97855,30215.87674,1538.459702,75816.66682,6316.64431,58980.97129,39854.09972,24697.04912,56217.35222,31105.39004,26517.76875,63330.90473,28338.16173,42100.14262,nan,132.2133485,257.1536427,65.74849196,21.96089468,5.550068198,0.342826017,172.3113227,26.26874254,3.734314375,96.25047245,9.999544892,17.78810334,547.0183577,10.64652413
188.0709471,2465.835207,3120.124461,3674.995357,2488.854204,2635.042523,2189.239999,1328.319679,3352.456034,869.8601765,3670.148853,1252.293855,3885.068144,2919.087973,1681.028229,2249.09975,1698.78153,3302.519635,3554.271314,2432.549421,2499.050012,840.5891586,2705.77727,3502.615509,4228.047008,4199.635726,6141.842916,3163.944572,4317.092476,3028.979688,4682.217927,7916.40752,24947.67168,17689.20537,2873.375367,19612.92099,12573.60157,7088.26844,31506.55593,12538.27604,22595.99187,8196.705136,25021.90747,20971.811,3543.783981,616.7838994
1617.754076,319407.9863,350417.2807,379741.8743,374827.022,399210.1113,376167.906,35111.44628,440383.2584,21293.444,380450.4776,40029.98958,392924.8302,299626.2345,322220.8532,332384.9239,359192.6391,326333.5708,262477.5614,13058.27367,23867.24446,30513.83021,20477.96814,14220.423,263577.649,309258.6708,405284.4921,376306.0251,24401.0743,230033.8937,22480.35216,54.65111867,1150.833582,390.5697883,532.6432287,36.01324487,159.8130248,62.07161667,1715.832012,228.5732053,378.848738,162.7025147,372.6538307,123.4880563,791.6245905,50.04331835
731.2576682,773.1196208,1108.870491,1226.998108,1158.52146,1053.942689,1329.896447,1210.515759,1180.979492,615.6215973,1308.493087,971.6842548,1842.673506,1031.6512,864.5802881,842.3898859,1492.929398,1114.378982,913.9228072,684.6373756,2967.056939,81.20725895,763.4149287,1070.212514,650.656681,1388.143194,1601.310951,1128.65365,928.6225428,763.555653,1000.022339,4551.196634,7455.234407,6864.882605,2908.697639,9195.372698,5174.519219,5559.139288,8581.860373,6694.935296,4658.965528,7201.962002,7370.243812,8132.909727,5842.149961,859.8289961
387.1435144,983.2448042,1263.934954,1377.344231,1676.034827,1411.987902,2494.363795,1093.836083,1547.234622,1086.357212,1536.881942,1289.140796,2468.719752,1421.47784,1190.638428,970.15586,1375.863117,1686.053289,1109.965377,861.8189897,1545.989713,247.4134217,828.1973059,1173.437391,1038.145077,2646.085514,1952.786163,1096.172203,1652.370898,1745.887676,1185.036811,7232.167699,7163.440029,8229.877121,8678.996954,6844.908359,5631.217513,6509.606997,9811.098443,8916.797257,7182.964885,10286.45663,9515.652484,9600.305987,8340.087123,2921.518727
313.1105811,768.4436456,966.5968381,977.7242793,1123.553426,1000.085674,1464.165911,1044.302233,1160.978611,814.9021398,1242.560925,945.9339814,1600.859126,815.4696571,814.1333077,670.2481834,1033.715322,814.7423525,642.5044959,919.0819197,919.4217554,183.4047409,581.2670428,540.157234,623.7785512,1342.607699,1234.212258,1074.854579,952.3355722,671.3707241,734.9448972,4802.431591,4475.644512,4987.533713,5545.093272,5452.003972,3841.686795,4461.293414,6615.917039,6767.840088,4978.619729,6670.92757,5886.344414,5659.422683,5569.601557,2998.652425
283.1302878,297.6868808,421.4481649,496.3652852,546.2870034,496.9067559,566.5310884,275.637236,566.8634751,282.4029701,502.0886667,291.1431333,739.4793241,411.1241589,349.5304818,406.7134109,373.0496686,342.7405485,285.4107458,230.371177,260.392922,34.72821806,214.7699621,90.70542936,212.6975021,487.116524,493.203668,375.6486185,312.6727253,242.6170602,203.8415917,1594.903433,1522.861515,1650.772137,1681.500094,2171.092656,1479.298348,1404.15613,2236.450723,2530.534254,1359.308917,1983.032287,1925.801473,1862.82537,1714.267464,593.5982012
1849.899401,124167.8736,173515.3799,188454.3928,199113.1098,191840.9441,182418.2216,55578.98469,253225.5619,218915.1149,210573.5379,72965.02651,218149.9111,132930.4533,165194.6057,147516.2035,231549.8745,214042.845,150961.4658,71687.95485,100700.9159,55546.77647,20609.44047,230716.9935,147895.4103,216915.2453,256738.1122,201384.8134,452686.5352,91891.12634,205135.5625,102.3795776,1346.859385,158.3596176,258.8580447,150.6079617,60.46369888,147.6265496,490.2253033,304.0970833,43.656984,250.765521,602.2329939,158.9989014,402.6483596,22.34519778
423.3572617,3886.498517,3755.765007,3850.742859,3703.85601,3383.43185,6698.434618,3944.35464,4195.338844,12900.79093,4317.040001,4421.362323,4311.885455,3307.851641,3017.060063,3067.912003,6473.42228,3171.224035,2762.198383,2870.97985,4016.027943,2573.01992,2711.349109,3189.59655,4086.577822,5153.817897,6116.872606,3933.120572,4294.393056,3283.69778,3596.685445,21231.20807,23718.83535,21325.5926,27768.65297,19160.55973,21226.30185,22728.69049,25087.14817,30804.04765,37476.97026,28955.25369,26214.73191,29148.48565,28565.46042,20036.15569
429.3705273,1407.135839,1481.769073,1348.894187,954.2904341,956.3294255,704.855281,741.0493148,1003.833068,446.7937999,1471.535056,428.4694699,1188.499756,782.5121084,671.849901,613.036889,1238.029964,694.0709078,689.4706508,986.0563783,617.4795421,468.2607594,1155.191771,271.5920588,606.7265116,2361.967281,510.3413334,1798.671644,652.7814279,761.1121437,1511.957875,3036.25131,5645.219514,5625.858661,1493.563283,5829.917784,3966.414211,4684.608607,5901.352203,7255.57624,4350.454889,5791.720151,7000.078098,7447.497768,5972.861783,2197.053996
331.1545322,3335.185968,4833.019443,5202.806016,7390.147073,6920.759184,9210.024631,2982.817313,6109.472578,2838.365319,4268.636359,2602.875501,10023.71703,4685.671539,4920.326873,4288.204595,4144.611873,4964.234826,3507.55709,1319.019882,1856.147991,497.9441902,955.5138694,835.2220951,2680.739118,4558.353745,5662.037127,3170.554979,2152.922049,3179.774252,1841.931029,14165.86173,14902.18102,17118.55259,14300.66062,17774.15005,13769.64387,13364.00006,21564.69206,18637.23991,16289.24821,18420.56682,18505.66406,19591.98883,17395.0911,9387.672633
515.2466291,819.5648572,1225.177257,1249.334506,1440.250268,1277.06348,1394.004916,749.8767288,1543.641084,657.4147452,1413.387752,929.3840788,2302.340804,1122.383166,927.4613611,882.0613898,1049.217696,1173.931843,1065.362778,1544.18393,566.693471,64.01340066,949.3794262,1081.708435,562.9551322,1517.895258,979.3528493,1028.543977,873.8214557,990.1949572,664.3851115,6076.651015,6615.943214,7013.392692,1148.340403,10860.37632,4208.051041,5452.098117,8929.165759,7844.313434,4393.225615,6936.68321,8574.661878,8132.245475,5612.81464,679.3165142
1055.99969,11467.24816,12074.04811,12257.43301,12584.11579,11719.15737,13220.79494,11707.17195,14376.0763,7866.988564,13963.19106,8827.76464,14077.7425,9879.847581,9395.329691,9921.991384,12490.16013,11477.63409,9620.399666,1342.505199,8845.465116,3160.325163,6100.758276,11273.37088,9770.309376,13506.29989,14903.07725,14201.28671,6991.326982,10729.90047,6099.015131,nan,92.48101902,30.46331787,nan,nan,2.968632903,nan,46.66918372,12.52728271,nan,nan,1.334156412,nan,96.04699964,nan
1009.934311,17002.67365,22421.6588,26200.89915,37574.73254,31737.8143,66552.84347,17456.07415,38074.94201,34786.24998,30869.15112,13680.1208,37965.68119,21837.87588,30644.64299,22193.20466,24587.72918,20225.34161,14326.35792,10605.03184,15385.32097,6220.935099,4792.668232,8782.191353,17280.27445,31452.63935,26294.48028,25373.39549,20100.65782,14993.99346,14908.57662,18.85499308,123.3617639,15.70812988,55.83829099,20.90615857,16.7995779,21.23102212,102.0034487,29.92111194,14.90328962,22.82129589,19.28234845,31.55990038,163.1504711,5.100064261
301.141772,783.1168264,1001.042493,980.313622,1140.626915,1101.741098,1190.091268,720.8901806,1119.267627,566.2859871,1024.499049,600.8834659,1538.910528,880.2013073,795.7056521,908.8149202,823.7881719,662.2027558,616.8525502,374.1154146,630.8002269,129.4079404,558.9635257,248.8867001,581.3868722,988.7462777,998.5892748,939.1439696,590.2429442,637.5728822,492.0794897,3355.851147,3030.819989,3381.29497,3360.521315,5062.960673,2846.286536,3121.93329,4243.912567,5044.283469,3093.174775,4280.277384,3850.488289,3779.893345,3830.091644,2055.239229
287.0902016,701.1177755,1129.529704,1187.905787,1409.088765,1637.917272,1735.39474,782.704851,1430.906124,673.0017317,1524.295637,779.4756539,2337.414027,1231.023938,1081.012099,841.984538,1075.077228,1040.230779,633.0401224,546.8427993,1205.605978,61.63918038,651.8442982,239.745832,1173.962986,3040.253426,1172.346668,696.8213213,1192.868529,623.8815247,729.7196789,5592.210292,4524.89062,5554.476693,4907.45601,5641.041261,3684.598421,4143.009948,7557.214894,7742.628497,5898.716202,6238.434058,5730.041236,5671.361655,4746.963816,2066.014064
313.1439406,4470.425893,6115.567374,7155.766011,9783.9264,8246.054224,16050.09817,4455.501303,8733.81778,6425.154993,6082.822513,4348.551538,12404.08427,5636.252009,6365.302906,5180.916281,6580.060294,7092.395439,4745.088035,1933.158513,3219.004486,838.7388525,1256.611118,1219.804463,4138.626967,7194.513695,7760.860719,4399.37776,3816.75665,5032.468373,4424.645895,19736.75906,22642.2757,27653.21053,23717.25307,24608.46799,19844.76456,19160.07853,32515.07132,24882.49973,21502.89717,27739.22007,27988.68962,27739.06482,26726.11992,13375.30352
469.421784,1197.224231,1545.153206,1168.130841,1065.107732,910.8271094,1433.568868,1224.227797,1365.767383,951.2619761,1472.474264,1127.484237,1239.580174,965.8052341,1082.267331,943.0704655,1634.146379,1140.248462,928.2696478,1054.535554,962.9768321,916.6143807,921.8006913,930.5816005,831.5902508,1796.421645,1222.363163,1163.768515,1227.010137,1102.089901,1245.167096,6065.900553,5346.819831,8017.180455,6604.052439,4762.411566,4483.42498,4206.350047,7826.100322,4972.288092,5433.722747,4695.087025,10999.81698,6289.350952,3997.048173,4467.247979
345.0617179,448.8708865,1090.248534,1333.608577,763.1076441,523.9337713,1678.591506,337.4530051,1115.552336,207.9990383,2687.293135,514.8782982,1367.698946,868.8008522,1212.546151,488.9461197,1268.508566,192.5875364,102.945433,11.04251698,10.63525515,82.78369245,52.40018948,372.025739,210.8572696,475.9472838,101.4628233,582.8800504,107.6508276,145.2724316,835.4905068,2123.438421,1877.877752,1743.514493,467.8454063,1392.988146,1047.699083,2351.848169,2321.675518,4417.080386,579.9734526,2737.569496,2152.891291,2116.436166,1667.847841,143.2033662
375.1454287,609.1756578,718.7168814,810.3834561,927.3304668,841.7476414,1280.556765,647.5958965,962.7100604,684.7927469,979.5436471,604.9921979,1278.220517,679.1782659,609.2607935,604.9856252,780.5268488,663.363066,498.1097283,529.5725989,566.489459,133.7595535,443.458967,384.8612281,459.9898335,1037.525933,932.3426979,674.086459,665.5872103,549.7879457,486.3190595,3263.712798,2726.688545,3323.409193,3018.668268,3436.666667,2212.626499,2932.579549,4672.565535,4648.041603,3603.138706,4261.872061,3389.149995,3379.806611,3675.863088,2977.135276
397.0929157,399.6498186,609.8413778,606.039656,608.0984924,533.5595094,678.0035864,534.4480963,647.4630372,426.7033466,674.0485233,382.8037064,1010.63918,511.7104775,411.8245643,452.8873066,580.6152027,391.1619741,377.7981952,358.8370465,409.5917115,166.1369645,393.7759801,509.5877148,395.7124336,669.630017,995.75868,550.010031,906.4853135,321.1346101,836.8788352,2963.919369,3267.320108,2927.878504,1143.146348,3720.7814,2002.924568,2642.392747,4449.601558,3334.527052,1939.768771,3461.856241,3474.747803,3443.440732,2840.73713,841.5249149
273.0770415,650.3525591,1855.230546,769.1193474,699.6503677,664.7821841,920.9480811,414.3686425,920.8153998,343.3989699,1135.072805,450.6235052,2017.465137,920.3812729,597.7115496,681.6255281,1038.652266,411.8403759,384.8506707,306.686443,1594.236953,155.8891724,1290.735747,179.785389,1235.314418,11207.33452,607.1471714,652.4716387,1522.985298,376.3915422,581.72061,5662.561353,2122.878125,2355.419972,5906.419488,724.0004849,10413.73328,1822.444888,4584.863308,3439.451572,13049.13849,2738.435829,3100.408032,1572.161074,2892.552666,1947.916771
2248.090871,40860.07078,47179.11568,57911.25332,51171.69984,57145.82062,61377.722,350642.1803,63073.00396,155691.4906,56664.28814,245022.4066,56567.18038,41442.65223,47845.76154,46556.13674,94453.40765,91040.05507,67678.25482,73808.2058,133805.1977,38371.37529,168358.867,94590.56059,45049.88518,144424.4062,78125.12808,49998.00996,146819.8574,76839.42136,177310.5415,17.48254775,755.1151941,546.5989545,59.54406738,29.26086426,8.692257111,51.76436527,96.01246912,111.8718713,35.77396409,55.66091018,28.20232497,49.1024166,1172.080923,31.62136531
327.1257332,593.4135932,744.1987456,880.5244315,906.0502559,764.1782412,1163.322316,967.8190941,1023.052527,771.6524181,937.0071668,975.8560852,1281.537999,679.5806058,638.2768035,490.1091326,871.0941689,691.2788966,480.9897588,4462.616879,953.1092187,155.8860773,493.6312242,641.6979663,557.1024694,1286.439124,1066.773287,866.4888375,888.3559294,591.580848,728.4082124,4197.250204,3552.405083,3978.305386,4318.516719,4481.392245,3269.544393,3614.020096,5953.627486,6242.542975,3373.899742,5416.011244,5010.86164,4517.19391,4194.625612,1615.46778
174.0559093,160.8392479,152.9159324,192.6101081,292.7715148,231.5774025,418.4102057,222.5421431,471.3381501,510.9948385,324.9808856,368.8325722,442.5768324,177.1667869,168.0884913,176.9056776,137.5184899,248.123858,149.469523,173.2359579,102.5920156,14.94498786,221.2627851,221.2291443,184.4015542,254.9670966,566.0671349,164.7229511,388.6908485,192.1899913,267.8228803,1418.348401,1232.197843,1072.41713,540.3618215,1540.818868,879.9592385,1292.141037,1355.430655,2444.216103,1404.86342,1791.187854,1544.581675,1498.964772,936.2348515,430.5623822
425.3750491,3173.965051,3638.592042,3613.621298,3178.474558,3022.263249,4327.217573,4291.846996,3406.185814,4000.527341,3490.992138,3437.539843,3529.828222,2617.75036,2949.220097,2681.449226,3959.873051,2909.207414,2612.210549,2630.760564,3792.416033,2352.524925,2364.334964,2575.079565,2967.330884,4600.579075,4069.001697,3585.450586,3823.181026,2966.400024,2951.220096,11045.25955,12805.76415,11812.08448,9611.947284,9362.529478,10354.48341,11353.19585,15227.94172,17417.19615,26797.6773,15550.07517,16579.66,16921.44627,15052.99582,43917.70821
1057.006671,8413.728428,7915.222896,8450.570509,8417.418139,7654.07966,8643.295004,11590.05547,9569.302732,5376.453979,9553.672486,7592.524201,8982.221562,6257.808808,5915.198429,6194.563103,8134.333665,8193.240751,6373.422151,1160.469988,7761.944621,1942.703114,6593.296779,6819.885805,6650.178695,8963.469606,11284.75039,10110.00356,3903.063856,6950.977539,4077.831873,2.467900054,30.76153564,25.08340095,9.656071893,nan,3.498688489,0.819879724,11.53834589,nan,nan,nan,3.599182129,nan,105.4996265,nan
1006.478829,9614.119309,13605.1372,14418.54074,13903.66031,14816.53274,14409.98769,8778.376741,16650.92838,10186.86263,12679.89384,10451.46262,14839.60614,10505.81802,11216.85126,11901.78136,11357.58919,9746.945909,7613.759077,1719.604033,6395.519369,2134.857506,1561.165525,25444.14173,8579.762012,11167.31827,11218.44213,13329.5586,16667.70073,8264.623085,7688.597496,22.40917903,8.809648888,30.50135774,14.17022059,8.919834511,nan,6.537200382,33.5032528,33.75639153,5.529607205,31.15662656,6.03652399,14.54430266,40.62656522,17.19482639
1271.625646,5526.290615,6299.03721,7422.799728,6088.958682,6044.706391,6066.58505,5353.720875,7010.92363,6313.27294,6667.769737,4555.382038,5972.005822,4814.367379,4968.998683,5285.353063,6658.927617,6199.020798,4707.546218,5609.515858,5187.71269,720.8513489,991.2933782,5199.65053,5324.296969,6206.79816,8352.947137,8382.984085,5561.98624,4746.026611,6017.163805,nan,0.069991114,nan,5.63781298,nan,9.54296875,nan,nan,30.244653,18.81863985,13.14892578,27.40463443,23.21550254,13.21679763,nan
465.2072558,915.0544053,1145.832837,1489.947344,2843.434533,1898.443459,5419.225506,2778.008303,3583.914893,3157.326289,4600.150279,3313.765702,3724.074503,1714.767232,1664.372302,1198.632986,3991.824771,1288.340577,868.419218,459.9823978,1069.019515,364.3826955,593.458711,1320.476954,1392.330925,1495.914088,3508.756851,1039.614739,4557.600506,551.5309032,1438.695534,4637.007725,17537.69309,16640.60334,8110.686762,3165.299439,3836.168735,8166.957658,20482.69237,2090.788936,7321.705239,4054.533524,16681.44269,19812.49154,5608.805816,271.4251667
415.1036767,887.8901565,1353.014668,1442.387053,1486.535147,1288.197432,1692.022008,1204.502826,1629.142204,892.4068514,1740.979847,903.5511704,2259.627363,1262.638981,1057.317294,1018.404842,1404.454458,1142.151547,885.0940339,1026.413816,879.6474345,308.7727662,892.4430697,1093.740566,880.034708,1814.68439,2186.628955,1181.497441,2055.239753,734.9986692,1974.239553,6800.186863,7509.26028,6624.433089,2817.511033,8682.793088,4872.834411,6338.257723,9934.801985,7462.907864,4244.899644,7877.004864,7963.464996,8022.983589,6433.986514,1936.018837
1820.832828,31552.61901,45642.91498,52892.5601,44709.13527,48757.54804,36955.86961,23526.02855,50026.26552,31643.94385,45838.74911,10814.07006,48173.86597,33348.66711,31335.35675,42121.76265,21948.76606,32868.77893,25929.37806,1723.624328,24440.02561,1808.455461,7365.133443,41388.93036,21066.48567,32465.23432,38798.15244,26677.53131,10650.57243,19007.94239,25347.27366,nan,186.9914787,48.07944387,16.16918945,20.0723877,31.11651611,11.64257813,199.2469946,63.62285347,7.418578863,86.98836964,209.2048439,41.34065736,11.86633301,6.54888916
1687.851064,12513.88606,19854.83142,20820.3071,19786.2814,19424.67399,16217.72196,10054.52915,25907.76799,10563.56833,22608.00389,13287.61559,24165.43294,12530.37774,16320.6763,15215.47652,19915.32884,23882.06324,16742.14089,14982.12132,29734.18159,5517.769997,5218.179702,14139.03951,11902.7906,20395.92107,20477.58025,21535.73894,18201.40918,9869.977645,7827.126404,39.26173711,156.9302974,52.32147217,8.00579834,nan,8.834350586,20.31383258,16.68676758,21.05145311,11.0107948,19.46988147,30.31719971,5.980895996,78.16796756,nan
469.3298951,3635.918589,5447.113788,4172.564988,5290.995281,3797.749746,58636.13547,7861.198318,7822.811375,8517.647278,12970.25924,26492.19623,6746.634738,3950.856133,3166.1155,3152.854838,11962.39481,4536.975519,3807.95108,8517.043417,5022.394403,2127.931137,16205.03929,4914.159799,3321.928,13435.91754,7013.385856,4924.880468,14344.52057,6946.172319,9120.241734,44873.72771,46824.91772,40938.95243,24442.59391,35728.14327,30504.94434,53356.49614,49356.21969,59942.44876,42247.94123,55158.2693,47790.89061,53966.74405,52577.28203,55031.54814
